Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Churn Score,CLTV,Charges_Per_Month,Total_Services_Count
1,0,0,0,-0.8295205827584317,1,0,0,0,0,0,0,0,0,0,1,0,-0.6435040489832552,-0.7768500172420246,1,68,2887,-0.2612227926810248,1
0,0,0,0,1.125056875803025,1,2,1,0,2,2,0,2,2,0,1,2,1.3672703212177542,1.816224646057983,1,84,4105,-0.462584766583316,7
0,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,0,3,0.15914390209698223,-0.9750955617212478,1,73,2792,3.3254948959378976,2
0,0,1,0,-0.1779947632379461,1,0,1,0,0,0,0,0,2,0,1,2,0.5413572121351905,-0.02322135566550505,1,98,5201,-0.3411923876700205,3
1,0,1,0,-1.1552834925186746,1,2,1,0,0,2,0,2,2,0,0,2,1.2093996062019723,-0.8355273454176932,1,84,4417,1.6578376409984277,6
1,0,0,0,-1.0331224013585834,1,2,1,0,2,0,0,2,2,0,1,2,1.1645310871974868,-0.7087534337539461,1,98,2031,0.7686879667422853,6
0,0,1,0,-0.7888002190384014,1,0,0,0,0,0,0,0,2,0,0,2,-0.2928648819482031,-0.6817971574266277,1,91,4498,-0.20342280358288808,2
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,2,0,1,2,-0.3244390249513595,-0.9815147731870822,1,71,4877,2.4913796309200467,2
0,0,1,0,-1.2774445836787656,1,0,1,0,2,0,0,0,0,0,1,2,0.3303089931140931,-0.9728234696903856,1,80,5980,3.620731570497481,3
1,0,0,0,-0.3408762181180675,1,2,1,0,2,0,0,0,0,0,1,2,0.5147684601325326,-0.18451783071080158,1,77,4418,-0.29359078657598126,4
1,0,0,0,-1.1145631287986442,1,0,1,0,0,0,2,2,2,0,1,2,1.0415581091851935,-0.8057474984112448,1,66,4192,1.174757826573427,5
0,0,0,0,-0.7073594915983407,1,0,1,0,0,0,0,0,0,0,0,0,0.14086413509515497,-0.5668910662735984,1,73,5671,-0.16718362785678118,2
0,0,1,0,0.6364125111626608,0,1,0,2,0,2,0,0,2,0,1,0,-0.6468276429835875,-0.05944247328371849,1,65,4926,-0.555636003012896,4
0,0,1,0,-0.9924020376385531,1,0,1,0,2,0,0,2,0,0,1,2,0.6244470621434968,-0.7057533899073706,1,65,2879,0.4027473636473977,4
1,0,0,0,-1.2774445836787656,1,2,1,0,0,0,0,0,0,0,1,2,0.31867641411292996,-0.9729778837119004,1,93,2814,3.600666942129353,3
0,0,1,0,-1.2367242199587352,1,0,1,2,0,0,0,0,0,0,1,2,0.32033821111309646,-0.9442789348560564,1,77,4263,2.1818110789546585,3
1,0,0,0,-0.4223169455581282,0,1,0,0,2,2,0,0,2,1,1,0,-0.6983433499887373,-0.6071269484511997,1,66,3099,-0.4435396117469776,4
0,1,0,0,-1.1145631287986442,0,1,0,0,2,0,0,0,0,0,0,2,-1.2068532320395708,-0.9479628122264837,1,89,4099,-0.11797751543018405,2
0,0,0,0,-0.8295205827584317,1,2,1,2,2,2,0,0,2,0,1,0,1.1612074931971548,-0.4593968481532852,1,76,2538,0.2176824030944901,7
0,1,0,0,-0.5037576729981889,1,2,1,0,2,2,0,0,2,0,1,2,0.9750862291785486,-0.21941539957317285,1,87,2666,-0.14786971687657727,6
1,0,1,0,-1.2367242199587352,1,0,1,0,0,0,2,2,2,0,1,2,0.9784098231788811,-0.9318816948430017,1,72,3715,2.938534205981163,5
0,0,1,0,-1.0738427650786138,1,2,1,0,0,0,2,0,0,0,1,2,0.5230774451333633,-0.7839310030857802,1,98,5032,0.6568993229770064,4
0,1,1,0,-1.1145631287986442,1,2,1,0,0,0,0,0,0,0,1,2,0.31867641411292996,-0.8580717925588712,1,82,5273,0.7591333818050819,3
1,0,0,0,0.3106496014024181,1,2,1,0,0,2,2,2,2,0,0,0,1.330710787214099,0.8171659268564674,1,88,3492,-0.3685639833076168,7
0,1,1,0,-0.21871512695797646,1,0,1,2,0,0,0,0,0,0,1,0,0.3469269631157543,-0.15458356968283835,1,99,4517,-0.3537027752380434,3
0,0,0,0,-0.38159658183809786,1,2,1,0,0,0,0,0,0,0,0,0,0.36022133911708304,-0.22991555303618733,1,81,2115,-0.30047008773076767,3
1,0,1,0,0.06632741908223598,1,2,1,0,0,2,0,2,2,0,1,2,1.1728400721983174,0.5295367230660378,1,72,2568,-0.33388383619687306,6
0,0,0,0,-1.2774445836787656,1,2,1,0,0,0,0,0,2,0,1,2,0.6726391751483144,-0.9682792856286608,1,80,5679,4.211204919616646,4
1,0,0,0,-0.9109613101984924,1,2,1,0,0,0,0,2,0,0,1,0,0.7075369121518029,-0.6377891612948763,1,85,2966,0.23528154765714288,4
1,0,0,0,-0.7888002190384014,0,1,0,2,0,0,2,2,0,0,1,1,-0.6385186579827569,-0.7423936312982674,1,74,4856,-0.2885951035945292,4
1,0,1,0,0.26992923768238775,1,0,1,0,2,0,0,2,0,0,1,3,0.7158458971526335,0.43512357848263117,1,98,3364,-0.4142651943328594,4
1,0,0,0,-0.015113308357824713,1,2,1,0,2,0,0,0,0,0,1,0,0.5180920541328647,0.13959720044901006,1,92,5974,-0.3824657984645854,4
0,0,0,0,0.10704778280226633,1,2,1,0,0,2,0,2,2,0,1,2,1.1794872601989819,0.5505370299920666,1,72,2744,-0.34235101837217563,6
1,0,1,0,0.9621754209229036,1,2,1,0,2,0,0,2,2,1,0,1,1.1811490571991479,1.4712196037017962,1,67,5170,-0.45988079431463386,6
0,0,1,0,-0.8295205827584317,1,0,2,1,1,1,1,1,1,0,0,3,-1.5209328650709681,-0.9027415630685437,1,72,3535,-0.49406067791994907,8
0,0,0,0,-1.2774445836787656,1,0,1,2,0,0,0,0,0,0,0,3,0.3502505571160864,-0.972558759939217,1,87,3244,3.6551280762714127,3
0,1,0,0,-1.1552834925186746,1,2,1,0,0,2,0,2,0,0,1,2,0.8122301231622688,-0.853042307286671,1,74,5808,1.383812144999436,5
0,1,0,0,-1.2774445836787656,1,2,1,0,0,0,0,2,0,0,1,2,0.6959043331506402,-0.967970457585631,1,66,4880,4.251334176352901,4
0,0,0,0,-0.8295205827584317,1,2,0,2,0,2,2,0,0,0,1,3,-0.10342002392926519,-0.6908855255500771,1,67,5670,-0.11790401862297474,5
0,1,1,0,1.3286586944031769,1,2,1,2,0,2,0,2,2,0,0,0,1.3456669602155942,1.9882639251715315,1,91,4196,-0.47879338660420806,7
1,0,1,0,-0.9516816739185228,0,1,0,0,2,0,0,0,0,0,1,2,-1.156999322034587,-0.8959473461218873,1,83,2573,-0.31824161571396586,2
0,0,1,0,-0.9516816739185228,1,0,0,2,2,2,2,0,0,0,0,3,0.00792037508186511,-0.7132534995238095,1,76,3983,0.08362422674480635,5
0,0,0,0,-1.0331224013585834,1,0,2,1,1,1,1,1,1,0,0,0,-1.4876969250676457,-0.9450730641095618,1,100,4479,-0.37499585024095367,8
1,1,1,0,0.6771328748826912,1,2,1,0,2,0,0,0,2,0,0,1,0.8404806721650927,1.0003891929568822,1,96,5059,-0.4551397086942152,5
1,1,1,0,0.43281069256250915,1,2,1,0,2,2,2,2,2,0,1,0,1.5284646302338678,1.0624415704599484,1,65,2728,-0.3730415033219803,8
0,0,1,0,1.3286586944031769,1,2,1,0,2,2,0,2,2,0,1,2,1.3539759452164248,2.0761696217053807,1,89,5720,-0.47835908728888066,7
1,1,1,0,0.9621754209229036,1,2,1,2,0,2,0,2,2,1,1,0,1.3224018022132684,1.5507207656360478,1,91,6268,-0.45133195516029395,7
1,0,1,0,-0.9109613101984924,1,2,1,0,0,0,0,0,2,0,1,2,0.6809481601491449,-0.6284360834202584,1,75,3573,0.22694300080285637,4
0,0,1,0,0.43281069256250915,1,0,0,0,0,0,0,2,0,0,0,2,-0.28621769394753876,0.09686863478123939,1,65,2152,-0.5153179590232444,2
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,2,2,0,1,2,0.8238627021634315,-0.9662719033489668,1,99,4996,4.4720450884022975,4
1,1,1,0,-0.5037576729981889,1,2,1,0,0,0,0,2,2,0,1,2,0.9900424021800438,-0.16768670236567554,1,84,5604,-0.14541282360701072,5
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,1,3,-0.6335332669822583,-0.985617774330193,1,95,2295,1.9582337914241006,1
0,1,0,0,-1.2367242199587352,1,2,1,0,2,0,0,0,2,0,0,2,0.8222009051632655,-0.934528792354686,1,80,2065,2.7589080091617397,5
0,0,0,0,-1.1960038562387048,1,0,1,0,0,0,0,0,0,0,1,0,0.15914390209698223,-0.9077048709029517,1,87,2876,1.331930748790422,2
0,0,0,0,-1.2774445836787656,1,0,1,0,0,2,0,0,0,0,1,3,0.32698539911376057,-0.9728675879822469,1,94,3860,3.6149988195351583,3
0,1,0,0,-0.9924020376385531,1,0,2,1,1,1,1,1,1,0,0,2,-1.4993295040688086,-0.9332934801825666,1,83,5432,-0.4113032730023264,8
1,0,1,0,-1.2367242199587352,1,0,2,1,1,1,1,1,1,1,0,3,-1.4926823160681442,-0.9899413669326106,1,68,2362,0.09700064565689108,8
0,0,0,0,-1.1552834925186746,0,1,0,0,0,0,0,0,0,0,1,3,-1.3464441800535252,-0.9634042143779755,1,93,2038,-0.10555655501181971,1
0,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,0,0,0,0,2,0.16246749609731476,-0.9417421330740257,1,80,2323,2.0002739651477954,2
0,0,0,0,-1.1552834925186746,1,0,0,0,0,0,0,0,0,0,0,3,-0.6351950639824246,-0.9214918371096408,1,78,2864,0.38516692736294345,1
0,0,0,0,-1.2774445836787656,1,2,1,0,0,0,0,0,0,0,1,3,0.3419415721152558,-0.9726690556688705,1,78,4838,3.6407961988656075,3
1,1,0,0,0.7992939660427822,0,1,0,0,2,0,0,2,2,0,1,2,-0.518869273970796,0.11963367338172431,1,90,5597,-0.5553070927728552,4
0,0,0,0,-1.2367242199587352,0,1,0,0,0,0,0,0,2,0,1,2,-0.9991286070188055,-0.9783161970271305,1,65,3146,0.6645429909267693,2
1,0,1,0,-1.2774445836787656,1,0,1,0,0,0,0,0,2,0,0,2,0.5064594751317021,-0.970485200221731,1,88,2046,3.924567371500547,3
